url,title,menu_title,description
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Running_restrictedtask_prefetch_entry_happening_2b465394j.html,Running restrictedtask prefetch entry happening - FreeRTOS,,"Running restrictedtask prefetch entry happening Posted by sarathar1991 on June 10, 2018hi i have created a 3 task in which one is the restrictedtask and rest teo are noraml task ie using xtaskcreate and xtaskcreaterestricted but from the restricted task instead of running its going to prefetch entry ,whats the reason for it. thanks Running …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Use_of_FreeRTOS_API_before_call_of_vTaskStartScheduler_2fcc8d8cj.html,Use of FreeRTOS API before call of vTaskStartScheduler - FreeRTOS,,"Use of FreeRTOS API before call of vTaskStartSchedulerPosted by hpc64 on June 19, 2018Hello, We are using FreeRTOS with C++. Our main application is globally defined and so it’s contructor gets called in the run init array. Afterwards main is called which finally calls vTaskStartScheduler. Queues and mutexes are created in the constructors. Also some …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_MPU_EWARM_warnings_d83a2060j.html,MPU: EWARM warnings - FreeRTOS,,"MPU: EWARM warnings Posted by rahmanih on June 18, 2018Hi, using the MPU feature within the FreeRTOS v10, I’m getting the following warnings from IAR/EWARM IDE: ~~~ Warning[Be006]: possible conflict for segment/section “privilegeddata”: FreeRTOSSourcetimers.c 137 variable “xTimerQueue” (declared at line 137 of “FreeRTOSSourcetimers.c”) is an initialized variable (2 more variables like this) variable “xActiveTimerList1” (declared …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_xTaskNotifyGive_issue_-_basic_usage_e3a14f7dj.html,xTaskNotifyGive issue - basic usage - FreeRTOS,,"xTaskNotifyGive issue – basic usagePosted by nndpkz on June 7, 2018Hi guys, I am trying to implement example from 9.3 chapter from Mastering The FreeRTOS Real-Time Kernel book. I am using ZYNQ-7000. Now, since I didn’t check how to simulate software interrupts on Zynq, I just decided to simply call a function from which I …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_xTimerChangePeriodFromISR_overhead_BUG_d0780e64j.html,xTimerChangePeriodFromISR overhead? BUG? - FreeRTOS,,"xTimerChangePeriodFromISR overhead? BUG?Posted by seagull_kamome on June 20, 2018Hi FreeRTOS developer team. I’m still testing the kernel. ~~~ static TimerHandlet tm; static TickTypet volatile isrtick, tmtick; static uint32_t volatile flags = 1; static void mysystickhandler(void) { xPortSysTickHandler(); if (flags == 0) { isrtick = xTaskGetTickCountFromISR(); BaseTypet woken = pdFALSE; xTimerChangePeriodFromISR(tm, 100, &woken); //xTimerStartFromISR(tm, &woken); flags …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Getting_Stuck_Inside_Timer_Callback_afebbc7cj.html,Getting Stuck Inside Timer Callback - FreeRTOS,,"Getting Stuck Inside Timer CallbackPosted by masoandro on June 5, 2018Hello! First time poster, long time lurker. I’m getting a bit lost trying to track down a callback issue I am having. Basically, after a short time (not right away), I get stuck inside the callback and it loops indefinitely through the callback function. I’m …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_TCP_and_SNTP_9e69c8ddj.html,FreeRTOS + TCP and SNTP - FreeRTOS,,"FreeRTOS + TCP and SNTPPosted by friesen on June 6, 2018Is there any obvious place I have missed an SNTP implementation for +TCP? FreeRTOS + TCP and SNTPPosted by heinbali01 on June 6, 2018 Is there any obvious place I have missed an SNTP implementation for +TCP? Maybe someone has implemented SNTP, but it is …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Migration_from_lwip_to_freertos_tcp_d52dfe3dj.html,Migration from lwip to freertos+tcp - FreeRTOS,,"Migration from lwip to freertos+tcpPosted by rim72 on June 11, 2018Dear AWS staffs. Hi, my name is CHANG_KYUN RIM in KOREA(south). I am struggling to finish my “FreeRTOS+TCP” migration project. My development environment 1) MCU : STM32F407VGT , PHY : DP83848 ( RMII pinout ) 2) CubeMX(4.25) like this url : https://www.freertos.org/FreeRTOS-Plus/BSP_Solutions/ST/STM32CubeMX.html 3) IDE : …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_FAT_for_NOR_SPI_Flash_ea5d11bdj.html,FreeRTOS+FAT for NOR SPI Flash - FreeRTOS,,"FreeRTOS+FAT for NOR SPI FlashPosted by hssathya on June 20, 2018Hi All, Would you recmmond FreeRTOS+FAT for SPI based NOR FLASH? Is there a port already available for this? Thanks, Sathya FreeRTOS+FAT for NOR SPI FlashPosted by heinbali01 on June 20, 2018Hi Sathya, you have probably heard that FAT is not an optimal file system …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Unable_to_compile_the_code_45246264j.html,Unable to compile the code - FreeRTOS,,"Unable to compile the codePosted by sanidhyavijaywa on June 6, 2018I have included the header files and I have verified if the path of each file is correctly identified by the compiler. Still when I try to build the program it shows undefined reference to ‘vTaskStartSchedular’ and ‘xTaskCreate’. I am also not sure what to …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Delete_Semaphore_inside_task_6bab71e8j.html,Delete Semaphore inside task - FreeRTOS,,"Delete Semaphore inside taskPosted by delphes on June 13, 2018Dear All, Just a quick question, does it possible to delete semaphore inside task ? my code is working but not quite sure it is safe ? does the semaphore need to be deleted after the Vtask delete (see my code following) void myTask(void const* pArgument) …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_vTaskDelete_calls_causes_an_Hang._3f2c5d99j.html,FreeRTOS vTaskDelete() calls causes an Hang. - FreeRTOS,,"FreeRTOS vTaskDelete() calls causes an Hang.Posted by balajisubrcyp on June 14, 2018Hi All, I am spawning a thread using below function in FreeRTOS v9.0.0 result = xTaskCreate( (TaskFunction_t)entry_function, name, (unsigned short)(stack_size / sizeof( portSTACK_TYPE )), (void*)arg, (unsigned portBASE_TYPE) priority, thread ); return ( result == (signed portBASE_TYPE) pdPASS ) ? WWD_SUCCESS : WWD_THREAD_CREATE_FAILED; This Task …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_cast_from_void_pointer_to_pointer_to_struct_results_in_hardware_fault_in_FreeRtos_Thread_in_thread_argument_32d4d6d4j.html,cast from void pointer to pointer to struct results in hardware fault in FreeRtos Thread in thread argument - FreeRTOS,,"cast from void pointer to pointer to struct results in hardware fault in FreeRtos Thread in thread argumentPosted by neicdech on June 14, 2018I am writing a simple blinking LED program in MCUXpresso with ksdk 2.4 and Amazon Freertos. I intended to create two instances of the same thread definition by passing a void pointer …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_pthread_join_alike_function_5008b18bj.html,pthread_join alike function - FreeRTOS,,"pthread_join alike functionPosted by fvh on June 27, 2018Hi, Is there a way to wait for a certain task to terminate? pthread_join alike functionPosted by richard_damon on June 27, 2018There is no explicit function that I know of, but you could put at the end of the task a notification (either direct to task or …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_Port_for_Arm_Cortex-R7_c09cd932j.html,FreeRTOS Port for Arm Cortex-R7 - FreeRTOS,,"FreeRTOS Port for Arm Cortex-R7Posted by ajmal on June 27, 2018Hi, Is there a Port for FreeRTOS in ARM Cortex-R7? I have seen a port for Cortex-R5, But not cortex R7. I am new to FreeRTOS. How much effort will i have to put, to port R5 to R7. Since they both belong to the …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_traceTIMER_CREATE_8a1c9effj.html,traceTIMER_CREATE - FreeRTOS,,"traceTIMER_CREATEPosted by michaeln32 on June 19, 2018Hi Can you please tell me for what is the define traceTIMER_CREATE() ? Is it empty now ? Is it for the user implementation ? Thank you Michael traceTIMER_CREATEPosted by rtel on June 19, 2018Yes, for user definition. They allow you to add code into the kernel without needing …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Excluding_a_part_of_RAM_how_to_deny_access_from_FreeRTOS_859f1089j.html,"Excluding a part of RAM, how to deny access from FreeRTOS - FreeRTOS",,"Excluding a part of RAM, how to deny access from FreeRTOSPosted by christoph-es on June 5, 2018Hello there, I reserved a small part (32 byte) of the RAM of my device. (0x2000 0000 – 0x2000 001F) So in the linker-file I mapped the RAM starting at 0x2000 0020. I can exclude accessing this addresses in …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_tcp_Frame_Check_Sequence_9b90425aj.html,FreeRTOS + tcp Frame Check Sequence - FreeRTOS,,"FreeRTOS + tcp Frame Check SequencePosted by friesen on June 11, 2018I am using FreeRTOS + TCP. Either I have something misconfigured, or there is some mishandling of a 64 byte minimum ack packet. Wireshark flags tcp acks and fin, acks as having a Frame check sequence error. I think this is due to sending …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Re_EFM32_353d9507j.html,Re: EFM32 - FreeRTOS,,"Re: EFM32Posted by ranshalit on June 12, 2018 Hello, Can EFM32 be used with freeRTOS ? Is there any example ? Thank you, ranran Re: EFM32Posted by ranshalit on June 12, 2018a fix: I actuall ask about EFR32, not EFM32, sorry. I did see EFM32 demo, but not EFR32. Thank you, ranran Re: EFM32Posted by …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Context_switch_delay_from_idle_b92e7295j.html,Context switch delay from idle - FreeRTOS,,"Context switch delay from idlePosted by friesen on June 8, 2018My processor is a pic32mz2064DAH176 from microchip and I am using 10.0.1 with + tcp. The issue at hand is a delay in switching to a ready thread. There is an external interrupt routine that gets fired and looks like this. ~~~ void chipisrext4(void) { …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_NBNS_example_request_9d36f1d6j.html,NBNS example request - FreeRTOS,,"NBNS example requestPosted by jeronimo479 on June 19, 2018I want 8 nodes on my private network to be able to call each other by name, yet I don’t want any of them to have to be the DNS. LMNR uses TCP mulitcast and NBNS uses UDP broadcast, so I think I want NBNS. Can anyone …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Lists_of_tasks_7ef7ca88j.html,Lists of tasks - FreeRTOS,,"Lists of tasksPosted by michaeln32 on June 14, 2018Hi, There are lists in the system: Delay list, delay overflow , suspend list , ready list , wait for termination list. Can you please tell me – are those lists are statically allocated or dynamically allocated ? Thank you Michael Lists of tasksPosted by rtel on …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_vTimerCreate_48f782f7j.html,vTimerCreate - FreeRTOS,,"vTimerCreatePosted by michaeln32 on June 25, 2018Hi, If the system created only one timer (using vTimerCreate). Along the running of the system – Can only one task use this timer or many tasks can use it ? Thank you vTimerCreatePosted by richard_damon on June 25, 2018A Timer is not tied to a specific task, so …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_vTaskDelete_calls_causes_an_Hang._998b8fc0j.html,FreeRTOS vTaskDelete() calls causes an Hang. - FreeRTOS,,"FreeRTOS vTaskDelete() calls causes an Hang.Posted by balajisubrcyp on June 14, 2018Hi All, I am spawning a thread using below function in FreeRTOS v9.0.0 result = xTaskCreate( (TaskFunction_t)entry_function, name, (unsigned short)(stack_size / sizeof( portSTACK_TYPE )), (void*)arg, (unsigned portBASE_TYPE) priority, thread ); return ( result == (signed portBASE_TYPE) pdPASS ) ? WWD_SUCCESS : WWD_THREAD_CREATE_FAILED; This Task …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_TCP_and_FreeRTOS_NetworkDown_b3d90820j.html,FreeRTOS+TCP and FreeRTOS_NetworkDown - FreeRTOS,,"FreeRTOS+TCP and FreeRTOS_NetworkDownPosted by plek324 on June 7, 2018Hi, I have 2 questions concerning FreeRTOS_NetworkDown() in FreeRTOS+TCP. 1) I have written an ethernet driver for the RX63N. My driver is highly based on the examples/implementations for other controllers. It works fine for a while now, but now I’m looking to the situations when somethings happen …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_portable_selection_for_my_system_2b2f4c62j.html,portable selection for my system - FreeRTOS,,"portable selection for my systemPosted by prashanthm22 on June 11, 2018Hi, I’m using RL78 micro and using CA78K0R complier. I need assistance in choosing the portable files for my project. Which one I should go with? the 78K0R folder or RL78 folder? Thanks in advance. portable selection for my systemPosted by rtel on June 11, …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Does_anyone_ported_FreeRTOS_and_its_TCP_IP_stack_on_CC3200._475c52e3j.html,Does anyone ported FreeRTOS and it's TCP/IP stack on CC3200. - FreeRTOS,,"Does anyone ported FreeRTOS and it’s TCP/IP stack on CC3200.Posted by balemkri on June 7, 2018Hi all, We are using CC3200 Launchxl board and trying to port FreeRTOS and FreeRTOS TCP/IP stack on it. We are continuously running into problems during TCP/IP porting. Partially we are successful, but I just wanted to check in the …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_Zynq_7000_nested_interrupts_do_not_work_86d17b5fj.html,FreeRTOS + Zynq 7000: nested interrupts do not work - FreeRTOS,,"FreeRTOS + Zynq 7000: nested interrupts do not workPosted by jimbuteau on June 13, 2018soc: XC7Z020 with dual cortexA9 (Trenz TE0720) sdk: 2017.2 os: FreeRTOS 9.0 interrupt driver: scugicv37 My system is running well (single core) with several interrupts but without interrupt nesting (pre-emption). My two highest priority interrupts are running at priority 18 (TTC) …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_debug_printf_double_quotes_7f30310fj.html,FreeRTOS_debug_printf double quotes - FreeRTOS,,"FreeRTOS_debug_printf double quotesPosted by friesen on June 5, 2018What is the purpose of wrapping all the FreeRTOSdebugprintf params in double quotes in freertos+tcp? This makes it rather awkward to port to an existing output. In other words, everything is like FreeRTOSdebugprintf((“Hello %irn”,123)); which looks like one param, at least to xc32 FreeRTOS_debug_printf double quotesPosted by …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_TCP_content_length_f23bb258j.html,FreeRTOS + TCP content length - FreeRTOS,,"FreeRTOS + TCP content lengthPosted by friesen on June 11, 2018I find that most browsers won’t finalize with the lab’s FreeRTOSHTTPserver.c as written. It needs a “Content-Length: 0rn” or similar in prvSendReply. FreeRTOS + TCP content lengthPosted by heinbali01 on June 11, 2018There was a patch like this: ~~~ if( pxClient->pxFileHandle == NULL ) { …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_EnterTaskCritical_blocking_higher_priority_interrupts_a80f05b6j.html,EnterTaskCritical blocking higher priority interrupts - FreeRTOS,,"EnterTaskCritical blocking higher priority interruptsPosted by dwsexton on June 9, 2018Hi, CPU: STM32F407, FreeRTOS V9.0.0, IDE: Eclipse Software came from CUBEMX I have a real time interrupt running outside of FreeRtos, it uses no system calls. It should run at a 1msec rate. I am using LWIP and when it makes a call to taskEnterCritical() …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_TCP_uxNxWinSize_ec88dedaj.html,+ TCP uxNxWinSize - FreeRTOS,,"+ TCP uxNxWinSizePosted by friesen on June 14, 2018Could I get a bit an explanation on WinProperties_t Rx and Tx WinSize? Coming from a different IP stack, I’m having a hard time following why this is specified in MSS. For example, I have a socket that I want the rx buffer size at 1,048,576, or …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Recommended_reliable_file_system_for_NOR_flash_and_FreeRTOS_14363a84j.html,Recommended reliable file system for NOR flash and FreeRTOS? - FreeRTOS,,"Recommended reliable file system for NOR flash and FreeRTOS?Posted by dnadler on June 4, 2018In a FreeRTOS application, we need to store info on a local SPI NOR file system (64Mb QSI chip). Needs to be reliable, which means wear-leveling, and ideally power-off protection. Is there an FTL that runs under FreeRTOS FAT? Recommendations? Any …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Idle_task_clean_up_deleted_tasks_62dfaf91j.html,Idle task clean up deleted tasks - FreeRTOS,,"Idle task clean up deleted tasksPosted by michaeln32 on June 14, 2018Hi, vTaskDelay remove tasks from ready, suspend, delay, delay overflow, to temination list and the memory of the deleted task (his TCB and stack) is not yet cleaned up. In idle task (in function prvCheckTasksWaitingTermination()) the tasks that are listed in the termination list …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Many_errors_and_warnings_after_building_FreeRTOS-Plus-TCP-Multi_7e000369j.html,Many errors and warnings after building FreeRTOS-Plus-TCP-Multi - FreeRTOS,,"Many errors and warnings after building FreeRTOS-Plus-TCP-MultiPosted by hitech14 on June 7, 2018Hi all, After building de files of FreeRTOS-Plus-TCP-Multi with GCC Arm toolchain, I get many errors and warnings. For example: unknown typename xZeroCopyBufferDescriptor, ipconfigMAXUDPDATALENGTH and FreeRTOSGetZeroCopyBuffer()?? Where can I find these definitions? Thanks for help in advance, Max Many errors and warnings after …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_Plus_TCP_and_FAT_Zynq_SDK_data_abort_in_release_mode._88a76102j.html,FreeRTOS_Plus_TCP_and_FAT_Zynq_SDK data abort in release mode. - FreeRTOS,,"FreeRTOS_Plus_TCP_and_FAT_Zynq_SDK data abort in release mode.Posted by wzengerle on June 19, 2018Hi Again. I’m using a MicroZed board, I have my own HW and BSP projects – I’ve got the FTP server from the FreeRTOSPlusTCPandFATZynqSDK up and going in debug mode. The issue I’m having seems to be from the FAT subsytem if I try …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Zynq_-_TCP_Improve_speed_95cd3f27j.html,Zynq - TCP: Improve speed - FreeRTOS,,"Zynq – TCP: Improve speed Posted by hannes23 on June 20, 2018Hello, herewith I’d like to share my experience with improving the TCP communication. In my case I could get more than 20 % gain in TCP speed at 1000 Mbps. Following things are necessay: 1st: Re-map the OCM (on-chip-memory) from bottom to top of …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_trace_macro_implementation_f382f268j.html,FreeRTOS trace macro implementation - FreeRTOS,,"FreeRTOS trace macro implementationPosted by dioghenes-0 on June 4, 2018Good morning, I’m trying to add some tracing features to my OS so I’m implementing the macro provided by the header FreeRTOS.h. Everything works but now I’ve tried to add a uart communication: for example, when a mutex is taken, a string is sent throug uart. …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_unable_to_use_TASK_NOTIFICATIONS_from_ISR_and_configuration_of_FreeRTOS_on_Cyclone_V._e6638540j.html,unable to use TASK_NOTIFICATIONS from ISR and configuration of FreeRTOS on Cyclone V. - FreeRTOS,,"unable to use TASK_NOTIFICATIONS from ISR and configuration of FreeRTOS on Cyclone V.Posted by ssin on June 12, 2018I am trying to configure FreeRTOS(V10.0.1)to run on ARM Cortex-A9( on cyclone V’s processor 0 ) and using Mentor toolchain’ arm-altera-eabi-gcc to compile/link my code. Followed most of the step as defined at and referred to demo …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Calling_vTaskStartScheduler_and_vTaskEndScheduler_ff760929j.html,Calling vTaskStartScheduler and vTaskEndScheduler - FreeRTOS,,"Calling vTaskStartScheduler and vTaskEndSchedulerPosted by csanikita92 on June 13, 2018Hi, Is it possible to have something like: int main() { vTaskStartScheduler(); . . // some task calls vTaskEndScheduler(); . vTaskStartScheduler(); .. .. // some task calls vTaskEndScheduler(); } in an application? That is, after an application calls vTaskStartScheduler and then a task calls vTaskEndScheduler, can …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Undefined_Symbol_deping_on_static_dynamic_memory_use_99d08826j.html,Undefined Symbol deping on static/dynamic memory use - FreeRTOS,,"Undefined Symbol deping on static/dynamic memory usePosted by tobisf on June 5, 2018Hi, I’m trying to set up my first project with FreeRTOS. I want to run it on a STM32L0, for the first tests a NUCLEO-L011K4 using Keil µVision 5. I included the FreeRTOS by adding FreeRTOS/source, FreeRTOS/soruce/include and FreeRTOS/source/portable/RVDS/ARM_CM0 directorys to the include …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_static_queue_set_95984609j.html,static queue set - FreeRTOS,,"static queue setPosted by filo123 on June 30, 2018I want to use a statically allocated queue set (yes – I know that there are other equivalent mechanisms). There is no xQueueCreateSetStatic so I have come up with this piece of code: ~~~ if( ( configUSEQUEUESETS == 1 ) && ( configSUPPORTSTATICALLOCATION == 1 ) ) …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Feature_request_IGMP_support_or_just_better_support_for_generic_ethernet_packages_0c742a42j.html,Feature request: IGMP support (or just better support for generic ethernet packages) - FreeRTOS,,"Feature request: IGMP support (or just better support for generic ethernet packages)Posted by illishar on June 5, 2018I’m trying to set up a FreeRTOS+TCP project, with some multicast capabilities. To do that you need to “join a multicast group”: Eg.: setsockopt(socket, IPPROTOIP, IPADD_MEMBERSHIP, (char*)&mreq, sizeof(mreq)) To do that you need to send out an IGMP …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Delayed_task_lists_07797fffj.html,Delayed task lists - FreeRTOS,,"Delayed task listsPosted by michaeln32 on June 6, 2018Hi, Can you please tell me what is the difference between overflow delayed task list and delayed task list ? Thank you Michael Delayed task listsPosted by richard_damon on June 6, 2018I beleive the overflow delayed task list is the list of tasks that are delayed, but …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_zynq_at_1000Mbps_link_speed_with_FreeRTOS_TCP_2d7772c4j.html,zynq at 1000Mbps link speed with FreeRTOS+TCP - FreeRTOS,,"zynq at 1000Mbps link speed with FreeRTOS+TCPPosted by wzengerle on June 15, 2018Is there a way to get the link speed on the zynq to work at 1000Mbps with FreeRTOS+TCP? I saw in a 2015 post that the +TCP demo had only been tested at 100Mbps. I’m using a MicroZed board, I have my own …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_static_and_volatile_declaration_of_xSemaphoreCreateMutex_025ba626j.html,static and volatile declaration of xSemaphoreCreateMutex() - FreeRTOS,,"static and volatile declaration of xSemaphoreCreateMutex()Posted by michaeln32 on June 3, 2018Hi static volatile SemaphoreHandle_t SEMA = NULL; SEMA = xSemaphoreCreateMutex(); Can SEMA declared static ? Can SEMA declared volatile ? Thank you Michael static and volatile declaration of xSemaphoreCreateMutex()Posted by hs2sf on June 3, 2018Sure, the handle can be static. It’s just a (pointer) …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_CubeMx_support_for_FreeRTOS_10.x_dec653a4j.html,CubeMx support for FreeRTOS 10.x - FreeRTOS,,"CubeMx support for FreeRTOS 10.xPosted by spikeroot on June 28, 2018Hi. Does anyone know if there is a way to get CubeMx to integrate with FreeRTOS 10.x? Or is there any plan on ST’s part to include the new RTOS version? CubeMx support for FreeRTOS 10.xPosted by rtel on June 28, 2018Hi – I can’t …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_Intel_Galileo_Demo_Install_266b91c6j.html,FreeRTOS Intel Galileo Demo Install - FreeRTOS,,"FreeRTOS Intel Galileo Demo InstallPosted by hmerovichitba on June 4, 2018I am trying to install the FreeRTOS Demo for a Intel Galileo Gen 2 board bur according to https://sourceforge.net/user/verification?hash=b71fae4518714380ccf2acdb7bfb14ff Select “Import” from the IDE’s “File” menu to bring up the import dialogue box. In the Import dialogue box, select “General->Existing Projects Into Workspace” then browse …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Mutexes_include_a_priority_inheritance_mechanism_71e9a376j.html,Mutexes include a priority inheritance mechanism - FreeRTOS,,"Mutexes include a priority inheritance mechanismPosted by sergiomartin on June 11, 2018Hi, Do you have an example or graphic showing how this priority inheritance works? Best Regards, Sergio Mutexes include a priority inheritance mechanismPosted by hs2sf on June 11, 2018Google ?"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_problems_with_RAM_functions_4fcdcfe7j.html,FreeRTOS problems with RAM functions - FreeRTOS,,"FreeRTOS problems with RAM functions Posted by tina17 on June 5, 2018Hello, I’m working on a project with the following setup. Controller: Infineon TLE9879QXA40 Compiler: Arm Compiler 5 My Project contains RAM-functions, which are needed because of performance reasons. Running the project always leads to a stop in the HardFault_Handler. The history is __scatterload -> …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_vTaskDelay_and_task_starvation_543fb83ej.html,vTaskDelay and task starvation - FreeRTOS,,"vTaskDelay and task starvationPosted by nndpkz on June 5, 2018Hi, I have rather simple question which is probably due to my misunderstanding of basic RTOS scheduling. If 2 tasks like this: ~~~ void task1() { while(1) { xilprintf(“1”); vTaskDelay( pdMSTO_TICKS( 1000UL ) ); } } void task2() { while(1) { xil_printf(“2”); } } ~~~ are …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_select_starvation_1cabb40bj.html,FreeRTOS_select starvation - FreeRTOS,,"FreeRTOS_select starvationPosted by hannes23 on June 1, 2018Hello, at my project I’ve setup a TCP server based on the one found in FreeRTOS-Plus. The hardware is a Zynq-7000 variant, and the FreeRTOS Version is FreeRTOSv10.0.0. The TCP server calls a HTTP worker. The server has the FreeRTOS_select() function to wait for incoming TCP packets. This …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_vTaskDelay_doesnt_return_and_Timers_not_running_61dfd80bj.html,vTaskDelay doesn't return and Timers not running - FreeRTOS,,"vTaskDelay doesn’t return and Timers not runningPosted by tobisf on June 6, 2018Hi, I’m trying to set up my first project with FreeRTOS. I want to run it on a STM32L0, for the first tests a NUCLEO-L031K6 using Keil µVision 5. I included the FreeRTOS by adding FreeRTOS/source, FreeRTOS/soruce/include and FreeRTOS/source/portable/RVDS/ARM_CM0 directorys to the include …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_FreeRTOS_mechanism_for_a_synchronous_message_bb91e740j.html,FreeRTOS mechanism for a synchronous message - FreeRTOS,,"FreeRTOS mechanism for a synchronous messagePosted by avivf on June 26, 2018Definition: “Synchronous message” means taskA sends a message to taskB, and waits for a reply from taskB. taskA is blocked while waiting for a reply, and upon receiving a reply continues from the where is stopped. Reply message may have data in it. Question: …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Idle_task_clean_up_deleted_tasks_3883106dj.html,Idle task clean up deleted tasks - FreeRTOS,,"Idle task clean up deleted tasksPosted by michaeln32 on June 14, 2018Hi, vTaskDelay remove tasks from ready, suspend, delay, delay overflow, to temination list but the memory of the deleted task (his TCB and stack) is not yet cleaned up. In idle task (in function prvCheckTasksWaitingTermination()) remove tasks that are listed in the termination list …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Am_I_running_out_of_memory_4755fe54j.html,Am I running out of memory? - FreeRTOS,,"Am I running out of memory?Posted by colingd on June 12, 2018Hi all, So I ported FreeRTOS. Tested the tick frequency with an oscilloscope. All fine but it seems I still have something to figure out. I’m trying to test the demos found in the common directory. I’m taking for reference the official port to …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_xStreamBufferReset_and_Mutex_is_buggy_e42489afj.html,xStreamBufferReset and Mutex is buggy - FreeRTOS,,"xStreamBufferReset and Mutex is buggyPosted by seagull_kamome on June 15, 2018I guess that my previous post got filtered. So, this is second post. Hi FreeRTOS developer team. I’m currently testing FreeRTOS kernel for our project. And, found something weird. 1. xStreamBufferReset doesn’t save a STATICALLY_ALLOCATED flag in ucFlags. So, it will crashes our system at …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_xTimerCreate_d1a6d9e0j.html,xTimerCreate - FreeRTOS,,"xTimerCreatePosted by michaeln32 on June 10, 2018Hi, Tasks in the system can creating SW timers using API xTimersCreate(). When the time has come the time service task execute the callback of the timer that was created. While time service task execute the callback -> Is there a way to know who was the task that …"
/FreeRTOS_Support_Forum_Archive/June_2018/freertos_Watchdog_timer_kick_with_semaphores_in_vApplicationIdleHook_13631c7dj.html,Watchdog timer kick with semaphores in vApplicationIdleHook()? - FreeRTOS,,"Watchdog timer kick with semaphores in vApplicationIdleHook()?Posted by nicholasd on June 5, 2018I am currently using vApplicationIdleHook() to simply reset the Watchdog timer (WDT) on my target device. This technique works well so far, but there is no way of checking the proper functioning of other threads, so I would instead like to have my …"
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
/support_forum/,Support Forums Archive - FreeRTOS,,
